time,temperature_2m (°C),relative_humidity_2m (%),weather_code (wmo code),pressure_msl (hPa),apparent_temperature (°C),precipitation_probability (%),precipitation (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),dew_point_2m (°C),cloud_cover (%),next3h_max_weathercode
2025-07-29T15:00,30.3,73,3,999.7,34.0,0,0.0,990.9,20.3,240,46.4,24.9,100,3.0
2025-07-29T16:00,30.2,72,3,999.3,33.8,0,0.0,990.5,19.5,240,44.6,24.6,100,3.0
2025-07-29T17:00,29.4,77,3,999.4,33.3,0,0.0,990.5,19.1,238,43.6,24.9,100,3.0
2025-07-29T18:00,28.8,80,3,999.6,32.9,0,0.0,990.7,17.7,237,41.4,25.0,100,3.0
2025-07-29T19:00,28.2,83,3,999.9,32.6,0,0.0,991.0,16.1,231,38.9,25.1,100,3.0
2025-07-29T20:00,27.8,85,3,1000.1,32.3,0,0.0,991.2,14.8,229,34.9,25.0,100,3.0
2025-07-29T21:00,27.5,86,3,1000.5,32.2,0,0.0,991.6,14.0,226,32.4,25.0,100,3.0
2025-07-29T22:00,27.5,87,3,1000.6,32.3,0,0.0,991.7,14.3,229,31.7,25.2,100,3.0
2025-07-29T23:00,27.6,88,3,1000.2,32.5,0,0.0,991.3,14.5,226,32.4,25.4,100,3.0
2025-07-30T00:00,27.5,88,3,999.9,32.3,0,0.0,991.0,14.8,227,32.4,25.3,100,3.0
2025-07-30T01:00,27.4,88,3,999.4,32.2,0,0.0,990.5,14.6,230,32.0,25.2,100,3.0
2025-07-30T02:00,27.3,88,3,998.9,32.1,0,0.0,990.0,14.1,232,31.7,25.1,100,3.0
2025-07-30T03:00,27.2,89,3,998.6,32.0,0,0.0,989.7,14.2,234,31.0,25.2,100,3.0
2025-07-30T04:00,27.2,88,3,998.7,31.8,0,0.0,989.8,15.0,240,32.8,25.1,100,3.0
2025-07-30T05:00,27.1,86,3,998.8,31.5,0,0.0,989.9,13.9,239,32.8,24.5,100,3.0
2025-07-30T06:00,26.9,87,3,998.9,31.4,0,0.0,990.0,13.2,235,30.2,24.5,96,3.0
2025-07-30T07:00,27.1,87,3,999.5,31.9,0,0.0,990.6,12.6,233,28.8,24.8,100,3.0
2025-07-30T08:00,27.9,84,3,999.8,32.1,0,0.0,990.9,16.9,236,36.7,24.9,90,3.0
2025-07-30T09:00,28.9,78,3,1000.0,32.6,0,0.0,991.1,19.4,239,42.5,24.7,86,3.0
2025-07-30T10:00,29.9,74,3,1000.0,33.7,0,0.0,991.1,19.3,237,44.3,24.8,100,3.0
2025-07-30T11:00,30.4,72,3,1000.5,34.2,0,0.0,991.7,18.8,234,46.1,24.7,100,3.0
2025-07-30T12:00,31.0,69,3,1000.2,34.9,0,0.0,991.4,19.9,229,44.6,24.6,99,3.0
2025-07-30T13:00,30.9,69,3,999.8,34.5,0,0.0,991.0,20.1,226,44.6,24.6,100,3.0
2025-07-30T14:00,30.6,70,3,999.8,34.3,0,0.0,991.0,18.3,225,44.6,24.5,100,3.0
2025-07-30T15:00,30.1,73,3,999.5,33.9,0,0.0,990.7,19.1,223,42.5,24.7,100,3.0
2025-07-30T16:00,29.6,75,3,999.5,33.4,0,0.0,990.6,18.2,219,42.8,24.7,100,3.0
2025-07-30T17:00,29.5,75,3,999.3,33.5,0,0.0,990.4,16.6,221,40.7,24.6,100,3.0
2025-07-30T18:00,28.8,78,3,999.3,33.0,0,0.0,990.4,15.3,219,37.4,24.5,100,3.0
2025-07-30T19:00,28.0,84,3,999.7,32.8,0,0.0,990.8,13.6,217,33.8,25.1,100,3.0
2025-07-30T20:00,27.5,87,3,1000.1,32.5,0,0.0,991.2,12.6,217,29.5,25.2,100,3.0
2025-07-30T21:00,27.3,89,3,1000.8,32.4,0,0.0,991.9,12.6,211,27.7,25.3,100,3.0
2025-07-30T22:00,27.2,89,3,1000.9,32.5,0,0.0,992.0,10.8,210,27.0,25.2,100,3.0
2025-07-30T23:00,27.7,88,3,1001.0,33.2,0,0.0,992.1,10.5,207,23.8,25.5,100,3.0
2025-07-31T00:00,27.4,89,3,1000.3,32.9,0,0.0,991.4,10.8,210,23.8,25.4,100,3.0
2025-07-31T01:00,27.4,90,3,999.9,32.9,0,0.0,991.0,11.2,213,24.5,25.6,90,3.0
2025-07-31T02:00,27.2,91,3,999.4,32.6,0,0.0,990.5,11.4,215,25.6,25.6,81,3.0
2025-07-31T03:00,27.1,91,3,999.1,32.6,0,0.0,990.2,10.7,213,24.8,25.5,85,3.0
2025-07-31T04:00,27.1,91,3,999.3,32.7,0,0.0,990.4,10.0,210,23.4,25.5,82,3.0
2025-07-31T05:00,27.0,90,3,999.4,32.4,3,0.0,990.5,10.2,219,22.7,25.2,96,3.0
2025-07-31T06:00,27.0,89,3,999.9,32.3,0,0.0,991.0,10.3,216,22.3,25.0,97,3.0
2025-07-31T07:00,27.2,88,3,1000.8,32.3,0,0.0,991.9,11.2,220,24.1,25.0,90,3.0
2025-07-31T08:00,27.6,86,2,1001.2,32.3,0,0.0,992.3,14.0,222,30.6,25.1,81,3.0
2025-07-31T09:00,28.7,81,2,1001.6,33.1,0,0.0,992.7,16.3,225,36.4,25.1,78,2.0
2025-07-31T10:00,29.5,76,2,1001.4,33.5,0,0.0,992.5,17.3,225,38.5,24.8,67,2.0
2025-07-31T11:00,30.1,74,2,1002.0,34.4,0,0.0,993.1,16.4,220,39.2,24.9,85,3.0
2025-07-31T12:00,30.4,72,3,1001.5,34.5,0,0.0,992.6,17.2,217,38.5,24.8,94,3.0
2025-07-31T13:00,30.8,71,3,1001.2,35.1,0,0.0,992.4,18.4,219,41.4,24.9,100,3.0
2025-07-31T14:00,30.4,73,3,1000.9,34.4,0,0.0,992.0,19.6,216,43.6,25.0,100,3.0
2025-07-31T15:00,30.0,73,3,1000.7,33.6,0,0.0,991.8,19.6,216,44.6,24.6,100,3.0
2025-07-31T16:00,29.5,74,3,1000.5,33.2,0,0.0,991.6,17.5,217,43.2,24.3,99,3.0
2025-07-31T17:00,29.3,77,3,1000.7,33.6,0,0.0,991.8,15.9,218,38.9,24.8,100,3.0
2025-07-31T18:00,28.5,81,3,1001.0,33.0,0,0.0,992.1,14.5,215,35.3,24.9,100,3.0
2025-07-31T19:00,27.8,84,3,1001.4,32.5,0,0.0,992.5,12.8,212,31.7,24.8,100,3.0
2025-07-31T20:00,27.3,87,3,1002.2,32.2,0,0.0,993.2,11.6,210,27.7,24.9,100,3.0
2025-07-31T21:00,27.0,89,3,1002.8,32.0,0,0.0,993.8,11.6,210,25.6,25.0,100,3.0
2025-07-31T22:00,26.7,90,3,1003.0,31.7,0,0.0,994.0,11.8,207,25.9,24.9,100,3.0
2025-07-31T23:00,27.2,90,3,1002.7,32.7,0,0.0,993.7,10.5,211,25.9,25.4,98,3.0
2025-08-01T00:00,27.0,91,3,1001.9,32.4,0,0.0,992.9,10.8,210,23.4,25.4,100,3.0
2025-08-01T01:00,26.8,91,3,1001.5,32.2,0,0.0,992.5,10.3,209,23.4,25.2,87,3.0
2025-08-01T02:00,26.8,91,3,1001.1,32.1,0,0.0,992.1,10.7,213,23.0,25.2,85,3.0
2025-08-01T03:00,26.6,91,3,1000.7,31.9,3,0.0,991.7,10.1,215,23.0,25.0,88,3.0
2025-08-01T04:00,26.6,91,3,1000.6,31.8,0,0.0,991.6,10.2,219,22.3,25.0,86,3.0
2025-08-01T05:00,26.8,89,3,1001.5,32.2,3,0.0,992.5,8.7,228,21.6,24.8,94,3.0
2025-08-01T06:00,26.7,89,3,1001.8,32.1,0,0.0,992.8,8.4,227,19.8,24.7,94,3.0
2025-08-01T07:00,26.8,89,2,1002.4,32.3,0,0.0,993.4,8.2,221,18.0,24.8,78,3.0
2025-08-01T08:00,27.5,87,2,1003.1,32.7,0,0.0,994.1,10.9,226,24.5,25.1,80,3.0
2025-08-01T09:00,28.5,81,3,1003.3,33.1,0,0.0,994.4,14.8,236,32.8,24.9,96,3.0
2025-08-01T10:00,29.3,76,3,1003.7,33.4,0,0.0,994.8,16.3,235,36.0,24.6,100,3.0
2025-08-01T11:00,29.6,76,3,1003.8,33.9,0,0.0,994.9,15.9,231,37.4,24.9,92,3.0
2025-08-01T12:00,30.5,71,3,1003.7,34.8,0,0.0,994.8,17.9,230,40.0,24.7,90,3.0
2025-08-01T13:00,30.7,71,3,1003.1,35.1,0,0.0,994.2,18.6,229,41.8,24.8,90,3.0
2025-08-01T14:00,30.6,71,3,1002.6,34.4,0,0.0,993.7,18.4,228,41.8,24.7,89,3.0
2025-08-01T15:00,30.7,69,3,1002.2,34.3,0,0.0,993.3,18.6,229,41.4,24.4,87,3.0
2025-08-01T16:00,30.5,69,3,1002.0,34.0,0,0.0,993.1,17.9,230,41.8,24.1,83,3.0
2025-08-01T17:00,29.6,72,3,1002.7,33.4,0,0.0,993.8,15.8,229,40.3,24.0,82,3.0
2025-08-01T18:00,28.9,75,3,1002.7,32.8,0,0.0,993.8,14.8,229,35.3,24.0,82,3.0
2025-08-01T19:00,27.9,79,2,1003.0,32.0,0,0.0,994.1,13.2,227,32.4,23.9,46,3.0
2025-08-01T20:00,27.1,86,2,1003.3,31.9,0,0.0,994.3,11.5,221,28.4,24.6,45,2.0
2025-08-01T21:00,26.8,89,2,1003.9,31.7,0,0.0,994.9,11.5,219,24.8,24.8,50,2.0
2025-08-01T22:00,26.6,90,2,1004.1,31.6,0,0.0,995.1,10.7,220,24.8,24.8,59,2.0
2025-08-01T23:00,26.9,90,2,1003.9,32.2,0,0.0,994.9,9.8,216,23.4,25.1,67,2.0
2025-08-02T00:00,26.7,90,2,1003.4,31.9,0,0.0,994.4,10.1,215,22.0,24.9,70,2.0
2025-08-02T01:00,26.6,91,2,1002.8,32.0,0,0.0,993.8,9.3,216,21.6,25.0,78,2.0
2025-08-02T02:00,26.5,92,2,1002.3,31.9,3,0.0,993.3,8.9,220,20.2,25.1,78,2.0
2025-08-02T03:00,26.4,92,2,1002.0,32.0,3,0.0,993.0,8.2,221,19.1,25.0,81,2.0
2025-08-02T04:00,26.4,91,2,1002.0,31.8,5,0.0,993.0,8.2,229,17.6,24.8,77,3.0
2025-08-02T05:00,26.4,92,3,1002.6,32.0,0,0.0,993.6,7.1,225,17.3,25.0,81,3.0
2025-08-02T06:00,26.3,92,3,1002.9,31.9,0,0.0,993.9,7.6,225,16.2,24.9,84,3.0
2025-08-02T07:00,26.6,91,2,1003.5,32.1,0,0.0,994.5,7.9,231,17.3,25.0,81,3.0
2025-08-02T08:00,27.5,84,2,1004.1,32.3,0,0.0,995.1,10.6,235,23.4,24.5,74,3.0
2025-08-02T09:00,28.4,78,3,1004.5,32.6,0,0.0,995.6,13.4,239,30.2,24.2,83,3.0
2025-08-02T10:00,29.0,74,3,1004.7,32.7,0,0.0,995.8,15.4,237,33.8,23.9,96,3.0
2025-08-02T11:00,29.9,71,3,1004.6,33.9,0,0.0,995.7,14.5,235,35.6,24.1,96,3.0
2025-08-02T12:00,29.9,71,3,1004.3,33.8,0,0.0,995.4,15.8,235,35.3,24.1,96,3.0
2025-08-02T13:00,30.3,71,3,1003.5,34.2,0,0.0,994.6,16.5,234,37.8,24.4,94,3.0
2025-08-02T14:00,30.6,70,3,1003.1,34.6,0,0.0,994.2,17.0,234,38.2,24.5,96,3.0
2025-08-02T15:00,30.4,70,3,1002.7,34.1,0,0.0,993.8,17.1,235,38.5,24.3,95,3.0
2025-08-02T16:00,30.1,67,3,1002.3,33.3,0,0.0,993.4,16.3,239,37.8,23.3,90,3.0
2025-08-02T17:00,30.2,66,2,1002.8,33.5,0,0.0,993.9,15.0,235,36.4,23.1,89,3.0
2025-08-02T18:00,29.3,71,2,1002.8,33.0,0,0.0,993.9,14.7,234,33.8,23.5,77,2.0
2025-08-02T19:00,28.3,76,2,1003.3,32.2,0,0.0,994.4,13.3,232,32.4,23.6,67,2.0
2025-08-02T20:00,27.3,83,2,1003.4,31.7,0,0.0,994.4,12.3,230,28.8,24.2,52,2.0
2025-08-02T21:00,26.8,87,2,1003.8,31.5,0,0.0,994.8,11.5,226,26.3,24.4,59,2.0
2025-08-02T22:00,26.5,89,2,1004.2,31.2,0,0.0,995.2,11.5,224,24.8,24.5,66,2.0
2025-08-02T23:00,26.7,89,2,1004.5,31.8,0,0.0,995.5,9.4,223,24.5,24.7,90,3.0
2025-08-03T00:00,26.5,90,3,1004.1,31.7,0,0.0,995.1,9.2,222,20.9,24.7,100,3.0
2025-08-03T01:00,26.3,90,3,1003.4,31.5,0,0.0,994.4,8.7,222,19.4,24.5,100,3.0
2025-08-03T02:00,26.2,91,3,1003.0,31.5,0,0.0,994.0,8.5,216,18.7,24.6,100,3.0
2025-08-03T03:00,26.2,91,3,1002.9,31.4,0,0.0,993.9,8.3,214,18.4,24.6,95,3.0
2025-08-03T04:00,26.1,92,3,1003.2,31.4,0,0.0,994.2,8.5,216,18.0,24.7,93,3.0
2025-08-03T05:00,26.2,92,3,1003.6,31.7,0,0.0,994.6,7.4,219,18.0,24.8,100,3.0
2025-08-03T06:00,26.1,93,3,1003.8,31.8,0,0.0,994.8,6.7,216,15.8,24.9,100,3.0
2025-08-03T07:00,26.5,91,3,1004.5,32.0,0,0.0,995.5,7.9,223,16.9,24.9,100,3.0
2025-08-03T08:00,27.1,88,3,1004.8,32.2,0,0.0,995.8,10.3,234,23.0,24.9,100,3.0
2025-08-03T09:00,28.1,82,2,1005.1,32.8,0,0.0,996.1,12.3,238,27.7,24.7,74,3.0
2025-08-03T10:00,29.2,75,3,1005.1,33.4,0,0.0,996.2,14.7,234,33.1,24.3,83,3.0
2025-08-03T11:00,29.8,72,3,1005.4,34.0,0,0.0,996.5,14.8,231,37.1,24.2,91,3.0
2025-08-03T12:00,30.8,68,3,1005.0,34.8,0,0.0,996.1,16.6,229,37.8,24.2,84,3.0
2025-08-03T13:00,31.5,66,2,1004.8,35.9,0,0.0,995.9,17.1,229,38.5,24.3,77,3.0
2025-08-03T14:00,31.7,63,2,1004.2,35.6,0,0.0,995.4,17.7,232,40.0,23.8,80,3.0
2025-08-03T15:00,31.9,62,3,1003.7,35.7,0,0.0,994.9,18.0,233,40.7,23.7,83,3.0
2025-08-03T16:00,31.3,64,2,1002.9,34.6,0,0.0,994.1,17.9,232,40.7,23.7,73,3.0
2025-08-03T17:00,30.7,66,2,1003.4,34.2,0,0.0,994.5,16.4,232,40.3,23.6,55,2.0
2025-08-03T18:00,29.6,70,2,1003.5,33.1,0,0.0,994.6,15.7,233,37.1,23.5,50,2.0
2025-08-03T19:00,28.4,76,2,1004.0,32.2,0,0.0,995.1,14.1,232,34.6,23.7,61,2.0
2025-08-03T20:00,27.4,83,2,1004.5,31.9,0,0.0,995.5,12.2,227,30.2,24.3,57,3.0
2025-08-03T21:00,26.9,87,3,1005.4,31.7,0,0.0,996.4,11.7,225,26.6,24.6,88,3.0
2025-08-03T22:00,26.7,89,2,1006.0,31.6,0,0.0,997.0,11.5,221,25.6,24.7,77,3.0
2025-08-03T23:00,27.0,89,3,1006.1,32.1,0,0.0,997.1,10.8,217,25.6,25.0,100,3.0
2025-08-04T00:00,26.8,89,3,1005.6,31.7,0,0.0,996.6,11.5,221,24.8,24.8,100,3.0
2025-08-04T01:00,26.5,90,3,1005.2,31.6,0,0.0,996.2,10.5,221,24.8,24.7,100,3.0
2025-08-04T02:00,26.4,91,3,1004.8,31.5,0,0.0,995.8,10.2,219,23.0,24.8,100,3.0
2025-08-04T03:00,26.3,91,3,1004.5,31.2,0,0.0,995.5,10.7,220,23.4,24.7,100,3.0
2025-08-04T04:00,26.2,91,3,1004.7,31.3,0,0.0,995.7,9.5,217,23.0,24.6,100,3.0
2025-08-04T05:00,26.2,92,3,1005.1,31.7,0,0.0,996.1,7.4,223,20.5,24.8,90,3.0
2025-08-04T06:00,26.2,92,3,1005.4,31.7,3,0.0,996.4,7.1,221,16.9,24.8,97,3.0
2025-08-04T07:00,26.4,91,3,1005.6,31.8,5,0.0,996.6,7.9,223,18.0,24.8,86,3.0
2025-08-04T08:00,27.1,87,3,1006.1,32.2,8,0.0,997.1,10.0,232,22.7,24.7,87,3.0
2025-08-04T09:00,28.0,82,3,1006.5,32.8,5,0.0,997.5,11.7,236,26.6,24.7,94,3.0
2025-08-04T10:00,28.9,77,3,1006.6,33.3,5,0.0,997.7,13.6,238,30.6,24.5,96,3.0
2025-08-04T11:00,29.3,76,3,1006.7,33.8,3,0.0,997.8,13.5,236,34.9,24.6,98,3.0
2025-08-04T12:00,30.7,69,3,1006.1,35.0,0,0.0,997.2,15.5,239,34.9,24.4,91,3.0
2025-08-04T13:00,31.7,63,3,1005.7,36.2,3,0.0,996.8,16.2,238,37.1,23.8,86,3.0
2025-08-04T14:00,32.2,61,3,1005.0,36.4,0,0.0,996.2,16.9,236,38.5,23.7,92,3.0
2025-08-04T15:00,31.9,62,2,1004.7,35.6,0,0.0,995.9,17.1,235,38.9,23.7,80,3.0
2025-08-04T16:00,31.3,65,2,1004.3,34.8,0,0.0,995.4,16.9,236,38.2,23.9,79,2.0
2025-08-04T17:00,30.5,68,2,1004.7,34.4,0,0.0,995.8,14.9,238,37.8,23.9,95,3.0
2025-08-04T18:00,29.6,72,3,1004.7,33.5,0,0.0,995.8,14.6,237,34.6,24.0,96,3.0
2025-08-04T19:00,28.4,78,3,1004.9,32.7,0,0.0,996.0,12.7,235,32.0,24.2,100,3.0
2025-08-04T20:00,27.5,83,3,1005.3,32.0,0,0.0,996.3,11.9,235,27.7,24.3,100,3.0
2025-08-04T21:00,26.9,87,3,1005.8,31.8,0,0.0,996.8,11.0,232,25.9,24.6,100,3.0
2025-08-04T22:00,26.7,88,3,1006.3,31.6,0,0.0,997.3,10.2,228,24.1,24.5,93,3.0
2025-08-04T23:00,26.7,89,3,1006.2,31.9,0,0.0,997.2,9.4,220,22.3,24.7,100,3.0
2025-08-05T00:00,26.5,91,3,1005.7,31.7,0,0.0,996.7,9.4,220,20.5,24.9,100,3.0
2025-08-05T01:00,26.4,92,3,1004.9,31.8,0,0.0,995.9,9.4,223,20.5,25.0,100,3.0
2025-08-05T02:00,26.3,91,3,1004.4,31.4,0,0.0,995.4,9.7,225,21.6,24.7,100,3.0
2025-08-05T03:00,26.2,91,3,1004.1,31.2,0,0.0,995.1,10.2,225,22.3,24.6,100,3.0
2025-08-05T04:00,26.2,91,3,1004.2,31.3,0,0.0,995.2,9.9,226,22.0,24.6,100,3.0
2025-08-05T05:00,26.2,92,3,1004.2,31.6,0,0.0,995.2,8.7,228,23.8,24.8,100,3.0
2025-08-05T06:00,26.1,92,3,1004.3,31.4,0,0.0,995.3,8.9,230,20.2,24.7,100,3.0
2025-08-05T07:00,26.3,90,3,1004.9,31.5,0,0.0,995.9,8.4,223,19.8,24.5,100,3.0
2025-08-05T08:00,26.9,87,3,1005.2,31.8,0,0.0,996.2,10.7,230,23.8,24.6,100,3.0
2025-08-05T09:00,27.8,82,3,1005.8,32.3,0,0.0,996.8,12.8,238,28.4,24.4,100,3.0
2025-08-05T10:00,28.7,76,3,1005.8,32.8,0,0.0,996.9,13.8,237,31.3,24.1,100,3.0
2025-08-05T11:00,29.9,68,3,1006.4,33.4,0,0.0,997.5,14.7,234,32.8,23.3,100,3.0
2025-08-05T12:00,30.4,66,3,1005.8,33.8,0,0.0,996.9,15.2,234,34.2,23.3,100,3.0
2025-08-05T13:00,30.4,65,3,1005.3,33.6,0,0.0,996.4,16.0,234,36.0,23.1,100,3.0
2025-08-05T14:00,30.5,65,3,1004.9,33.6,0,0.0,996.0,16.4,237,36.7,23.1,100,3.0
2025-08-05T15:00,30.5,65,3,1004.7,33.6,0,0.0,995.8,17.1,235,38.2,23.2,100,3.0
2025-08-05T16:00,30.1,67,3,1004.5,33.4,0,0.0,995.6,16.6,236,38.2,23.3,100,3.0
2025-08-05T17:00,30.0,68,3,1004.5,33.6,0,0.0,995.6,14.5,235,37.1,23.4,100,3.0
2025-08-05T18:00,29.2,71,3,1004.6,32.9,0,0.0,995.7,13.7,235,33.5,23.4,100,3.0
2025-08-05T19:00,28.2,76,3,1004.8,32.3,0,0.0,995.8,11.8,232,29.9,23.6,100,3.0
2025-08-05T20:00,27.3,83,3,1005.2,32.0,0,0.0,996.2,10.2,228,25.9,24.2,100,3.0
2025-08-05T21:00,26.8,87,3,1005.6,31.8,0,0.0,996.6,9.9,226,22.7,24.5,100,3.0
2025-08-05T22:00,26.5,89,3,1005.8,31.5,0,0.0,996.8,9.2,222,21.6,24.5,100,3.0
2025-08-05T23:00,26.8,89,2,1005.8,32.1,0,0.0,996.8,8.7,218,20.2,24.8,65,3.0
2025-08-06T00:00,26.6,90,2,1005.3,31.9,0,0.0,996.3,8.7,218,19.1,24.8,71,2.0
2025-08-06T01:00,26.5,90,2,1005.0,31.7,0,0.0,996.0,9.7,222,20.9,24.7,68,2.0
2025-08-06T02:00,26.4,89,2,1004.8,31.2,0,0.0,995.8,10.4,226,22.3,24.4,68,2.0
2025-08-06T03:00,26.2,89,2,1004.7,31.0,0,0.0,995.7,10.2,231,22.7,24.3,76,2.0
2025-08-06T04:00,26.1,89,2,1004.6,30.8,3,0.0,995.6,10.0,232,22.3,24.1,74,2.0
2025-08-06T05:00,26.2,90,2,1004.8,31.2,0,0.0,995.8,8.9,227,21.6,24.4,65,2.0
2025-08-06T06:00,26.0,91,2,1005.0,31.2,3,0.0,996.0,8.4,223,19.8,24.4,62,2.0
2025-08-06T07:00,26.3,90,2,1005.8,31.4,0,0.0,996.8,8.4,223,18.4,24.5,62,2.0
2025-08-06T08:00,27.2,84,2,1006.5,31.7,0,0.0,997.5,12.1,233,27.0,24.3,57,2.0
2025-08-06T09:00,28.2,78,2,1006.8,32.3,0,0.0,997.8,13.9,233,31.0,24.0,77,2.0
2025-08-06T10:00,29.3,73,2,1006.7,33.1,0,0.0,997.8,15.1,237,34.2,23.9,79,3.0
2025-08-06T11:00,30.1,71,3,1006.6,34.4,0,0.0,997.7,13.6,230,36.0,24.3,70,3.0
2025-08-06T12:00,30.7,67,3,1006.5,34.5,0,0.0,997.6,15.1,230,33.8,23.8,86,3.0
2025-08-06T13:00,31.3,65,3,1006.0,35.6,0,0.0,997.1,15.6,230,35.6,23.9,82,3.0
2025-08-06T14:00,31.8,63,2,1005.3,36.1,0,0.0,996.4,16.1,230,36.7,23.9,74,3.0
2025-08-06T15:00,31.8,63,2,1004.4,35.7,0,0.0,995.6,16.1,231,36.7,23.9,73,2.0
2025-08-06T16:00,31.3,64,2,1003.8,34.9,0,0.0,994.9,16.1,231,36.7,23.7,72,2.0
2025-08-06T17:00,30.6,67,2,1004.4,34.4,0,0.0,995.5,14.6,232,36.7,23.8,57,2.0
2025-08-06T18:00,29.5,70,2,1004.6,33.2,0,0.0,995.7,14.3,231,33.8,23.5,58,2.0
2025-08-06T19:00,28.5,75,2,1005.1,32.5,0,0.0,996.2,12.5,231,31.3,23.6,53,2.0
2025-08-06T20:00,27.6,82,2,1005.4,32.2,0,0.0,996.4,11.0,232,27.0,24.2,49,2.0
2025-08-06T21:00,26.9,87,2,1005.7,31.8,0,0.0,996.7,10.6,235,23.8,24.6,52,2.0
2025-08-06T22:00,26.6,90,2,1005.8,31.8,0,0.0,996.8,9.7,239,22.7,24.8,63,2.0
2025-08-06T23:00,26.8,89,2,1006.1,32.3,0,0.0,997.1,7.8,236,21.6,24.8,64,2.0
2025-08-07T00:00,26.6,90,2,1006.1,32.2,0,0.0,997.1,7.5,235,17.6,24.8,63,2.0
2025-08-07T01:00,26.4,91,2,1005.7,32.0,0,0.0,996.7,7.2,233,16.6,24.8,70,2.0
2025-08-07T02:00,26.2,93,2,1005.3,31.8,0,0.0,996.3,7.8,236,16.6,25.0,69,2.0
2025-08-07T03:00,26.1,92,2,1004.7,31.5,0,0.0,995.7,8.2,241,18.0,24.7,66,2.0
2025-08-07T04:00,26.1,92,2,1004.7,31.4,0,0.0,995.7,8.2,241,18.0,24.7,70,2.0
2025-08-07T05:00,26.0,92,2,1005.1,31.5,0,0.0,996.1,6.7,234,18.0,24.6,67,2.0
2025-08-07T06:00,25.9,92,2,1005.9,31.3,0,0.0,996.9,7.0,235,15.1,24.5,71,2.0
2025-08-07T07:00,26.1,91,2,1006.4,31.5,0,0.0,997.4,7.4,231,16.6,24.5,65,2.0
2025-08-07T08:00,26.9,85,2,1007.0,31.6,0,0.0,998.0,9.8,234,22.0,24.1,63,2.0
2025-08-07T09:00,28.0,79,2,1006.8,32.5,0,0.0,997.8,10.5,232,24.1,24.0,59,2.0
2025-08-07T10:00,29.4,71,2,1006.7,33.5,0,0.0,997.8,11.9,235,27.7,23.6,74,2.0
2025-08-07T11:00,30.5,66,2,1007.0,34.6,0,0.0,998.1,11.8,230,29.2,23.4,73,2.0
2025-08-07T12:00,31.3,62,2,1006.5,35.6,0,0.0,997.6,13.0,228,30.2,23.2,70,2.0
2025-08-07T13:00,31.8,60,2,1005.9,35.8,0,0.0,997.0,13.8,227,31.7,23.1,77,3.0
2025-08-07T14:00,32.0,59,3,1005.3,35.5,0,0.0,996.5,14.8,229,33.8,23.0,84,3.0
2025-08-07T15:00,31.9,61,2,1004.8,35.6,0,0.0,996.0,15.1,232,34.6,23.4,75,3.0
2025-08-07T16:00,31.6,62,2,1004.2,35.0,0,0.0,995.4,15.7,233,35.6,23.4,67,3.0
2025-08-07T17:00,30.9,65,3,1004.3,34.5,0,0.0,995.4,15.1,232,36.4,23.6,99,3.0
2025-08-07T18:00,29.8,70,3,1004.6,33.7,0,0.0,995.7,14.4,233,34.2,23.8,99,3.0
2025-08-07T19:00,28.6,77,2,1005.1,32.9,0,0.0,996.2,13.0,236,32.0,24.1,45,3.0
2025-08-07T20:00,27.6,82,1,1005.6,32.2,0,0.0,996.6,11.7,236,28.4,24.3,43,2.0
2025-08-07T21:00,26.9,88,2,1006.0,31.9,0,0.0,997.0,11.0,238,25.2,24.8,51,2.0
2025-08-07T22:00,26.6,90,2,1006.2,31.6,0,0.0,997.2,10.9,243,24.1,24.8,58,2.0
2025-08-07T23:00,26.5,90,2,1006.1,31.7,0,0.0,997.1,9.2,239,23.8,24.7,56,2.0
2025-08-08T00:00,26.5,90,2,1005.7,31.7,0,0.0,996.7,8.9,238,20.9,24.7,64,2.0
2025-08-08T01:00,26.4,90,2,1005.5,31.5,0,0.0,996.5,9.4,238,20.2,24.6,67,2.0
2025-08-08T02:00,26.2,92,2,1004.9,31.5,0,0.0,995.9,8.9,238,20.2,24.8,62,3.0
2025-08-08T03:00,26.1,93,3,1004.5,31.4,0,0.0,995.5,8.6,237,19.8,24.8,91,3.0
2025-08-08T04:00,26.0,92,3,1004.1,31.2,0,0.0,995.1,8.6,237,18.7,24.6,85,3.0
2025-08-08T05:00,26.1,91,2,1004.2,31.4,0,0.0,995.2,8.0,234,18.7,24.5,65,3.0
2025-08-08T06:00,26.1,90,2,1004.8,31.2,0,0.0,995.8,7.9,231,18.0,24.3,71,2.0
2025-08-08T07:00,26.4,89,2,1005.6,31.5,0,0.0,996.6,8.4,230,18.4,24.4,70,2.0
2025-08-08T08:00,27.3,83,2,1006.3,31.8,0,0.0,997.3,11.2,237,24.8,24.1,60,2.0
2025-08-08T09:00,28.4,76,2,1006.9,32.5,0,0.0,997.9,12.0,237,27.4,23.7,65,2.0
2025-08-08T10:00,29.7,69,2,1007.2,33.5,0,0.0,998.3,13.1,233,30.2,23.4,67,2.0
2025-08-08T11:00,31.2,62,2,1007.0,34.7,0,0.0,998.1,14.3,231,33.5,23.0,87,3.0
2025-08-08T12:00,31.3,62,3,1006.7,34.6,0,0.0,997.8,15.6,232,34.9,23.2,86,3.0
2025-08-08T13:00,31.8,61,3,1006.1,35.4,0,0.0,997.2,16.7,233,37.8,23.4,82,3.0
