date,weather_code,showers,precipitation_probability,precipitation,relative_humidity_600hPa,relative_humidity_700hPa,relative_humidity_500hPa,relative_humidity_400hPa,relative_humidity_200hPa,relative_humidity_300hPa,relative_humidity_800hPa,relative_humidity_150hPa,relative_humidity_250hPa,cloud_cover_low,wind_speed_100hPa,cloud_cover_mid,relative_humidity_850hPa,cloud_cover_high,wind_speed_50hPa,dew_point_2m,cloud_cover_500hPa,wind_speed_975hPa,cloud_cover_150hPa,cloud_cover_600hPa,cloud_cover_200hPa,cloud_cover,relative_humidity_2m,wind_speed_800hPa,wind_speed_925hPa,relative_humidity_900hPa,wind_speed_900hPa,cloud_cover_300hPa,wind_speed_850hPa,cloud_cover_700hPa,wind_speed_950hPa,cloud_cover_400hPa,relative_humidity_925hPa,wind_speed_1000hPa,temperature_100hPa,temperature_250hPa,cloud_cover_250hPa,temperature_850hPa,temperature_300hPa,relative_humidity_950hPa,wind_speed_700hPa,relative_humidity_100hPa,temperature_200hPa,wind_speed_30hPa,cloud_cover_925hPa,wind_speed_150hPa
2025-06-30 18:30:00+00:00,51.0,0.2,53.0,0.2,,,,,,,,,,100.0,,0.0,,82.0,,23.373554,,,,,,100.0,70.0,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30 19:30:00+00:00,51.0,0.1,72.0,0.2,,,,,,,,,,100.0,,0.0,,100.0,,23.039913,,,,,,100.0,69.0,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30 20:30:00+00:00,3.0,0.0,81.0,0.0,,,,,,,,,,100.0,,0.0,,100.0,,22.55465,,,,,,100.0,67.0,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30 21:30:00+00:00,3.0,0.0,70.0,0.0,,,,,,,,,,77.0,,0.0,,100.0,,21.832626,,,,,,100.0,66.0,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30 22:30:00+00:00,3.0,0.0,50.0,0.0,,,,,,,,,,18.0,,5.0,,100.0,,20.856737,,,,,,100.0,64.0,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30 23:30:00+00:00,3.0,0.0,32.0,0.0,,,,,,,,,,10.0,,5.0,,99.0,,20.919523,,,,,,99.0,65.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 00:30:00+00:00,2.0,0.0,22.0,0.0,,,,,,,,,,0.0,,5.0,,55.0,,21.60808,,,,,,68.0,69.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 01:30:00+00:00,2.0,0.0,14.0,0.0,,,,,,,,,,0.0,,5.0,,62.0,,22.917227,,,,,,67.0,73.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 02:30:00+00:00,3.0,0.0,10.0,0.0,,,,,,,,,,54.0,,5.0,,100.0,,23.45734,,,,,,100.0,72.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 03:30:00+00:00,3.0,0.0,10.0,0.0,,,,,,,,,,61.0,,5.0,,89.0,,23.03149,,,,,,97.0,64.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 04:30:00+00:00,3.0,0.0,12.0,0.0,,,,,,,,,,54.0,,5.0,,73.0,,22.629599,,,,,,89.0,59.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 05:30:00+00:00,3.0,0.0,13.0,0.0,,,,,,,,,,80.0,,5.0,,33.0,,21.797361,,,,,,89.0,53.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 06:30:00+00:00,3.0,0.0,9.0,0.0,,,,,,,,,,85.0,,5.0,,100.0,,21.304874,,,,,,100.0,50.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 07:30:00+00:00,3.0,0.0,4.0,0.0,,,,,,,,,,100.0,,5.0,,100.0,,21.169016,,,,,,100.0,51.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 08:30:00+00:00,3.0,0.0,0.0,0.0,,,,,,,,,,100.0,,5.0,,100.0,,21.352743,,,,,,100.0,51.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 09:30:00+00:00,3.0,0.0,0.0,0.0,,,,,,,,,,100.0,,0.0,,100.0,,21.260878,,,,,,100.0,51.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 10:30:00+00:00,3.0,0.0,1.0,0.0,,,,,,,,,,100.0,,5.0,,100.0,,21.70506,,,,,,100.0,53.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 11:30:00+00:00,3.0,0.0,6.0,0.0,,,,,,,,,,100.0,,5.0,,100.0,,21.612751,,,,,,100.0,53.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 12:30:00+00:00,3.0,0.0,18.0,0.0,,,,,,,,,,100.0,,0.0,,100.0,,22.034336,,,,,,100.0,55.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 13:30:00+00:00,3.0,0.0,35.0,0.0,,,,,,,,,,100.0,,5.0,,100.0,,22.342068,,,,,,100.0,57.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 14:30:00+00:00,3.0,0.0,48.0,0.0,,,,,,,,,,100.0,,5.0,,100.0,,23.07275,,,,,,100.0,62.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 15:30:00+00:00,3.0,0.0,56.0,0.0,,,,,,,,,,100.0,,100.0,,100.0,,23.193258,,,,,,100.0,65.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 16:30:00+00:00,51.0,0.3,61.0,0.3,,,,,,,,,,100.0,,69.0,,89.0,,23.505516,,,,,,100.0,67.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 17:30:00+00:00,3.0,0.0,61.0,0.0,,,,,,,,,,38.0,,5.0,,72.0,,23.315353,,,,,,86.0,67.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 18:30:00+00:00,3.0,0.0,55.0,0.0,,,,,,,,,,9.0,,5.0,,100.0,,23.32623,,,,,,100.0,69.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 19:30:00+00:00,3.0,0.0,44.0,0.0,,,,,,,,,,23.0,,88.0,,100.0,,23.321436,,,,,,100.0,71.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 20:30:00+00:00,3.0,0.0,35.0,0.0,,,,,,,,,,9.0,,100.0,,100.0,,23.397861,,,,,,100.0,73.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 21:30:00+00:00,3.0,0.0,30.0,0.0,,,,,,,,,,12.0,,100.0,,100.0,,23.334665,,,,,,100.0,74.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 22:30:00+00:00,3.0,0.0,27.0,0.0,,,,,,,,,,15.0,,100.0,,100.0,,23.460749,,,,,,100.0,75.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01 23:30:00+00:00,3.0,0.0,23.0,0.0,,,,,,,,,,24.0,,100.0,,100.0,,23.48731,,,,,,100.0,76.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 00:30:00+00:00,3.0,0.0,14.0,0.0,,,,,,,,,,9.0,,100.0,,100.0,,23.48731,,,,,,100.0,76.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 01:30:00+00:00,3.0,0.0,4.0,0.0,,,,,,,,,,20.0,,100.0,,100.0,,23.460749,,,,,,100.0,75.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 02:30:00+00:00,3.0,0.0,3.0,0.0,,,,,,,,,,30.0,,59.0,,100.0,,23.590105,,,,,,100.0,73.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 03:30:00+00:00,3.0,0.0,17.0,0.0,,,,,,,,,,42.0,,79.0,,100.0,,23.517107,,,,,,100.0,69.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 04:30:00+00:00,51.0,0.2,39.0,0.2,,,,,,,,,,65.0,,8.0,,100.0,,23.220558,,,,,,100.0,64.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 05:30:00+00:00,51.0,0.1,58.0,0.1,,,,,,,,,,75.0,,100.0,,100.0,,22.99212,,,,,,100.0,61.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 06:30:00+00:00,80.0,1.7,72.0,1.7,,,,,,,,,,68.0,,59.0,,100.0,,22.807817,,,,,,100.0,57.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 07:30:00+00:00,51.0,0.1,84.0,0.1,,,,,,,,,,61.0,,100.0,,100.0,,22.621525,,,,,,100.0,57.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 08:30:00+00:00,3.0,0.0,90.0,0.0,,,,,,,,,,45.0,,100.0,,100.0,,22.536037,,,,,,100.0,59.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 09:30:00+00:00,3.0,0.0,85.0,0.0,,,,,,,,,,5.0,,100.0,,100.0,,22.62554,,,,,,100.0,60.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 10:30:00+00:00,3.0,0.0,74.0,0.0,,,,,,,,,,6.0,,100.0,,100.0,,22.898165,,,,,,100.0,61.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 11:30:00+00:00,3.0,0.0,68.0,0.0,,,,,,,,,,24.0,,100.0,,100.0,,23.08607,,,,,,100.0,61.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 12:30:00+00:00,53.0,0.5,73.0,0.5,,,,,,,,,,0.0,,100.0,,100.0,,23.166903,,,,,,100.0,62.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 13:30:00+00:00,53.0,0.6,82.0,0.6,,,,,,,,,,15.0,,100.0,,100.0,,23.337528,,,,,,100.0,63.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 14:30:00+00:00,80.0,0.4,65.0,0.5,,,,,,,,,,45.0,,100.0,,100.0,,26.816172,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 15:30:00+00:00,95.0,1.8,70.0,1.8,,,,,,,,,,65.0,,100.0,,100.0,,26.46843,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 16:30:00+00:00,80.0,0.5,80.0,0.5,,,,,,,,,,76.0,,88.0,,100.0,,25.743372,,,,,,100.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 17:30:00+00:00,3.0,0.1,70.0,0.1,,,,,,,,,,82.0,,92.0,,100.0,,25.544926,,,,,,100.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 18:30:00+00:00,80.0,0.7,80.0,0.7,,,,,,,,,,85.0,,76.0,,100.0,,25.524536,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 19:30:00+00:00,80.0,0.8,95.0,0.8,,,,,,,,,,88.0,,81.0,,100.0,,25.60148,,,,,,100.0,96.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 20:30:00+00:00,95.0,1.0,93.0,1.0,,,,,,,,,,87.0,,87.0,,100.0,,25.474861,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 21:30:00+00:00,80.0,0.6,90.0,0.6,,,,,,,,,,74.0,,94.0,,100.0,,25.42518,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 22:30:00+00:00,95.0,0.8,100.0,0.8,,,,,,,,,,80.0,,95.0,,100.0,,25.42518,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02 23:30:00+00:00,95.0,2.5,98.0,2.6,,,,,,,,,,85.0,,89.0,,100.0,,25.723257,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 00:30:00+00:00,95.0,3.8,95.0,3.8,,,,,,,,,,82.0,,99.0,,100.0,,25.723257,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 01:30:00+00:00,95.0,3.9,100.0,3.9,,,,,,,,,,79.0,,100.0,,100.0,,25.772932,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 02:30:00+00:00,95.0,3.4,100.0,3.4,,,,,,,,,,80.0,,100.0,,100.0,,25.69376,,,,,,100.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 03:30:00+00:00,95.0,2.5,98.0,2.5,,,,,,,,,,79.0,,98.0,,100.0,,25.842598,,,,,,100.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 04:30:00+00:00,95.0,2.0,98.0,2.0,,,,,,,,,,75.0,,90.0,,100.0,,26.140272,,,,,,100.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 05:30:00+00:00,95.0,0.9,83.0,0.9,,,,,,,,,,64.0,,88.0,,100.0,,26.738903,,,,,,100.0,90.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 06:30:00+00:00,80.0,0.2,88.0,0.2,,,,,,,,,,69.0,,75.0,,100.0,,26.851679,,,,,,100.0,86.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 07:30:00+00:00,80.0,0.2,85.0,0.2,,,,,,,,,,80.0,,75.0,,100.0,,26.483034,,,,,,100.0,82.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 08:30:00+00:00,95.0,0.9,83.0,0.9,,,,,,,,,,71.0,,72.0,,100.0,,26.5318,,,,,,100.0,82.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 09:30:00+00:00,95.0,2.0,75.0,2.0,,,,,,,,,,75.0,,53.0,,100.0,,26.493418,,,,,,100.0,83.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 10:30:00+00:00,95.0,2.4,73.0,2.4,,,,,,,,,,70.0,,65.0,,100.0,,26.655401,,,,,,100.0,87.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 11:30:00+00:00,95.0,1.3,70.0,1.3,,,,,,,,,,73.0,,58.0,,100.0,,26.65281,,,,,,100.0,88.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 12:30:00+00:00,95.0,1.0,73.0,1.0,,,,,,,,,,79.0,,58.0,,100.0,,26.778553,,,,,,100.0,91.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 13:30:00+00:00,95.0,2.3,73.0,2.3,,,,,,,,,,83.0,,56.0,,100.0,,26.618093,,,,,,100.0,92.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 14:30:00+00:00,95.0,2.6,70.0,2.6,,,,,,,,,,70.0,,73.0,,100.0,,26.123325,,,,,,100.0,92.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 15:30:00+00:00,80.0,0.2,63.0,0.2,,,,,,,,,,59.0,,65.0,,100.0,,25.77698,,,,,,100.0,92.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 16:30:00+00:00,3.0,0.2,55.0,0.2,,,,,,,,,,60.0,,61.0,,100.0,,25.89221,,,,,,100.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 17:30:00+00:00,80.0,0.3,53.0,0.3,,,,,,,,,,66.0,,54.0,,100.0,,25.89221,,,,,,100.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 18:30:00+00:00,80.0,0.3,58.0,0.3,,,,,,,,,,67.0,,66.0,,100.0,,25.64415,,,,,,100.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 19:30:00+00:00,80.0,0.4,58.0,0.4,,,,,,,,,,61.0,,63.0,,100.0,,25.673576,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 20:30:00+00:00,80.0,0.3,43.0,0.3,,,,,,,,,,67.0,,62.0,,100.0,,25.524536,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 21:30:00+00:00,80.0,0.4,53.0,0.4,,,,,,,,,,69.0,,59.0,,100.0,,25.474861,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 22:30:00+00:00,80.0,0.4,48.0,0.4,,,,,,,,,,74.0,,64.0,,100.0,,25.3755,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03 23:30:00+00:00,80.0,0.4,40.0,0.4,,,,,,,,,,67.0,,60.0,,100.0,,25.495312,,,,,,100.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 00:30:00+00:00,80.0,0.2,38.0,0.2,,,,,,,,,,70.0,,56.0,,100.0,,25.445696,,,,,,100.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 01:30:00+00:00,80.0,0.2,35.0,0.2,,,,,,,,,,74.0,,60.0,,100.0,,25.414476,,,,,,100.0,93.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 02:30:00+00:00,80.0,0.2,33.0,0.2,,,,,,,,,,66.0,,67.0,,100.0,,25.529587,,,,,,100.0,92.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 03:30:00+00:00,3.0,0.0,30.0,0.0,,,,,,,,,,63.0,,62.0,,100.0,,25.7116,,,,,,100.0,89.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 04:30:00+00:00,80.0,0.3,30.0,0.3,,,,,,,,,,60.0,,55.0,,100.0,,25.918476,,,,,,100.0,87.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 05:30:00+00:00,80.0,0.6,28.0,0.6,,,,,,,,,,75.0,,59.0,,100.0,,26.35432,,,,,,100.0,84.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 06:30:00+00:00,3.0,0.1,15.0,0.1,,,,,,,,,,65.0,,55.0,,100.0,,26.37248,,,,,,100.0,81.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 07:30:00+00:00,3.0,0.2,20.0,0.2,,,,,,,,,,69.0,,50.0,,100.0,,26.412828,,,,,,100.0,78.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 08:30:00+00:00,3.0,0.1,18.0,0.1,,,,,,,,,,71.0,,40.0,,100.0,,26.279987,,,,,,100.0,75.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 09:30:00+00:00,3.0,0.2,18.0,0.2,,,,,,,,,,79.0,,46.0,,100.0,,26.231783,,,,,,100.0,75.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 10:30:00+00:00,80.0,0.4,38.0,0.4,,,,,,,,,,60.0,,40.0,,100.0,,26.069853,,,,,,100.0,76.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 11:30:00+00:00,95.0,0.9,43.0,0.9,,,,,,,,,,71.0,,53.0,,100.0,,26.799883,,,,,,100.0,85.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 12:30:00+00:00,95.0,1.5,80.0,1.5,,,,,,,,,,70.0,,73.0,,100.0,,26.311506,,,,,,100.0,87.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 13:30:00+00:00,95.0,1.4,83.0,1.4,,,,,,,,,,68.0,,71.0,,100.0,,25.99881,,,,,,100.0,90.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 14:30:00+00:00,80.0,0.9,70.0,0.9,,,,,,,,,,75.0,,35.0,,100.0,,26.05857,,,,,,100.0,93.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 15:30:00+00:00,80.0,0.7,75.0,0.7,,,,,,,,,,71.0,,55.0,,100.0,,25.89221,,,,,,100.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 16:30:00+00:00,80.0,0.6,68.0,0.6,,,,,,,,,,63.0,,57.0,,100.0,,25.743372,,,,,,100.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 17:30:00+00:00,80.0,0.3,65.0,0.3,,,,,,,,,,65.0,,71.0,,100.0,,26.12068,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 18:30:00+00:00,80.0,0.3,53.0,0.3,,,,,,,,,,69.0,,72.0,,100.0,,25.872288,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 19:30:00+00:00,80.0,0.4,43.0,0.4,,,,,,,,,,68.0,,73.0,,100.0,,25.772932,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 20:30:00+00:00,80.0,0.4,38.0,0.4,,,,,,,,,,79.0,,83.0,,100.0,,25.574219,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 21:30:00+00:00,3.0,0.2,33.0,0.2,,,,,,,,,,72.0,,75.0,,100.0,,25.574219,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 22:30:00+00:00,3.0,0.0,20.0,0.0,,,,,,,,,,66.0,,80.0,,87.0,,25.445696,,,,,,99.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-04 23:30:00+00:00,3.0,0.0,28.0,0.0,,,,,,,,,,69.0,,61.0,,100.0,,25.544926,,,,,,100.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 00:30:00+00:00,3.0,0.1,35.0,0.1,,,,,,,,,,71.0,,59.0,,68.0,,25.474861,,,,,,97.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 01:30:00+00:00,80.0,0.3,28.0,0.3,,,,,,,,,,79.0,,62.0,,9.0,,25.396084,,,,,,90.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 02:30:00+00:00,80.0,0.3,38.0,0.3,,,,,,,,,,68.0,,65.0,,16.0,,25.513569,,,,,,90.0,93.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 03:30:00+00:00,80.0,0.4,40.0,0.4,,,,,,,,,,60.0,,65.0,,100.0,,25.801449,,,,,,100.0,90.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 04:30:00+00:00,3.0,0.1,48.0,0.1,,,,,,,,,,68.0,,70.0,,69.0,,25.869347,,,,,,97.0,87.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 05:30:00+00:00,3.0,0.0,45.0,0.0,,,,,,,,,,77.0,,74.0,,45.0,,25.885632,,,,,,96.0,81.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 06:30:00+00:00,3.0,0.0,35.0,0.0,,,,,,,,,,66.0,,74.0,,99.0,,26.064936,,,,,,100.0,80.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 07:30:00+00:00,3.0,0.1,53.0,0.1,,,,,,,,,,66.0,,65.0,,100.0,,26.33775,,,,,,100.0,79.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 08:30:00+00:00,3.0,0.2,63.0,0.2,,,,,,,,,,65.0,,58.0,,100.0,,26.387772,,,,,,100.0,77.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 09:30:00+00:00,80.0,0.2,68.0,0.2,,,,,,,,,,78.0,,46.0,,100.0,,26.456167,,,,,,100.0,76.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 10:30:00+00:00,95.0,2.9,80.0,2.9,,,,,,,,,,84.0,,75.0,,100.0,,26.37248,,,,,,100.0,81.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 11:30:00+00:00,95.0,2.3,88.0,2.3,,,,,,,,,,73.0,,61.0,,100.0,,26.508295,,,,,,100.0,86.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 12:30:00+00:00,95.0,2.7,98.0,2.7,,,,,,,,,,68.0,,66.0,,100.0,,26.253574,,,,,,100.0,89.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 13:30:00+00:00,95.0,2.2,98.0,2.2,,,,,,,,,,86.0,,68.0,,100.0,,26.172806,,,,,,100.0,92.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 14:30:00+00:00,95.0,1.9,98.0,1.9,,,,,,,,,,77.0,,67.0,,100.0,,26.009026,,,,,,100.0,93.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 15:30:00+00:00,95.0,2.6,93.0,2.6,,,,,,,,,,87.0,,94.0,,100.0,,25.761297,,,,,,100.0,93.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 16:30:00+00:00,80.0,1.6,90.0,1.6,,,,,,,,,,73.0,,76.0,,100.0,,25.842598,,,,,,100.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 17:30:00+00:00,80.0,0.7,83.0,0.7,,,,,,,,,,65.0,,72.0,,100.0,,26.071003,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 18:30:00+00:00,95.0,2.0,75.0,2.0,,,,,,,,,,65.0,,88.0,,100.0,,25.872288,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 19:30:00+00:00,95.0,1.6,78.0,1.7,,,,,,,,,,66.0,,97.0,,100.0,,25.673576,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 20:30:00+00:00,95.0,1.3,83.0,1.4,,,,,,,,,,71.0,,95.0,,100.0,,25.700968,,,,,,100.0,96.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 21:30:00+00:00,95.0,1.5,80.0,1.6,,,,,,,,,,70.0,,84.0,,100.0,,25.60148,,,,,,100.0,96.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 22:30:00+00:00,95.0,1.7,73.0,1.8,,,,,,,,,,73.0,,91.0,,100.0,,25.276142,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 23:30:00+00:00,95.0,1.4,60.0,1.5,,,,,,,,,,75.0,,84.0,,100.0,,25.42518,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-06 00:30:00+00:00,95.0,1.3,83.0,1.3,,,,,,,,,,78.0,,88.0,,100.0,,25.325823,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-06 01:30:00+00:00,95.0,1.1,85.0,1.1,,,,,,,,,,80.0,,86.0,,100.0,,25.524536,,,,,,100.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-06 02:30:00+00:00,95.0,1.0,93.0,1.0,,,,,,,,,,83.0,,80.0,,100.0,,25.594534,,,,,,100.0,94.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-06 03:30:00+00:00,80.0,0.7,90.0,0.7,,,,,,,,,,81.0,,81.0,,100.0,,25.909935,,,,,,100.0,93.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-06 04:30:00+00:00,95.0,1.0,88.0,1.0,,,,,,,,,,82.0,,87.0,,100.0,,25.938606,,,,,,100.0,91.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-06 05:30:00+00:00,95.0,2.2,88.0,2.2,,,,,,,,,,81.0,,83.0,,100.0,,26.401384,,,,,,100.0,89.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-06 06:30:00+00:00,95.0,3.2,95.0,3.2,,,,,,,,,,78.0,,74.0,,100.0,,26.35212,,,,,,100.0,89.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-06 07:30:00+00:00,80.0,0.6,90.0,0.6,,,,,,,,,,79.0,,69.0,,100.0,,26.655457,,,,,,100.0,86.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-06 08:30:00+00:00,95.0,3.8,88.0,3.8,,,,,,,,,,71.0,,68.0,,100.0,,26.11412,,,,,,100.0,85.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-06 09:30:00+00:00,95.0,1.9,83.0,1.9,,,,,,,,,,71.0,,66.0,,100.0,,26.308413,,,,,,100.0,88.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-06 10:30:00+00:00,80.0,0.7,85.0,0.7,,,,,,,,,,70.0,,63.0,,100.0,,26.697,,,,,,100.0,89.0,,,,,,,,,,,,,,,,,,,,,,,
